address_id,address,district,city_id,postal_code,phone,location,last_update
478,1078 Stara Zagora Drive,Aceh,301,69221,9.32993E+11,POINT (97.1507436 5.1801172),25-09-2014 22.31
479,1854 Okara Boulevard,Drenthe,158,42123,1.31913E+11,POINT (6.9069415 52.7791718),25-09-2014 22.32
480,421 Yaound Street,Sumy,385,11363,7.26876E+11,POINT (0 0),25-09-2014 22.33
481,1153 Allende Way,Québec,179,20336,8.56872E+11,POINT (0 0),25-09-2014 22.30
482,808 Naala-Porto Parkway,England,500,41060,5.53452E+11,POINT (-2.1576169 53.4097913),25-09-2014 22.33
483,632 Usolje-Sibirskoje Parkway,Ha Darom,36,73085,6.67649E+11,POINT (0 0),25-09-2014 22.31
484,98 Pyongyang Boulevard,Ohio,11,88749,1.91958E+11,POINT (-81.5190107 41.0814413),25-09-2014 22.33
485,984 Novoterkassk Loop,Gaziantep,180,28165,4.35119E+11,POINT (37.3825106 37.0594402),25-09-2014 22.33
486,64 Korla Street,Mwanza,347,25145,5.10383E+11,POINT (32.9676702 -2.5166733),25-09-2014 22.33
487,1785 So Bernardo do Campo Street,Veracruz,125,71182,6.84529E+11,POINT (-94.4424279 18.1334662),25-09-2014 22.32
488,698 Jelets Boulevard,Denizli,142,2596,9.75186E+11,POINT (29.0875335 37.7741774),25-09-2014 22.33
489,1297 Alvorada Parkway,Ningxia,587,11839,5.08349E+11,POINT (106.2730691 38.4680603),25-09-2014 22.30
490,1909 Dayton Avenue,Guangdong,469,88513,7.02955E+11,POINT (113.5833382 24.8921893),25-09-2014 22.30
491,1789 Saint-Denis Parkway,Coahuila de Zaragoza,4,8268,9.36807E+11,POINT (0 0),25-09-2014 22.32
492,185 Mannheim Lane,Stavropol,408,23661,5.89378E+11,POINT (43.0594427 44.0486119),25-09-2014 22.32
493,184 Mandaluyong Street,Baja California Sur,288,94239,4.88425E+11,POINT (-110.3097351 24.1381188),25-09-2014 22.32
494,591 Sungai Petani Drive,Okayama,376,46400,37247325001,POINT (133.9350327 34.6616774),25-09-2014 22.31
495,656 Matamoros Drive,Boyac,487,19489,17305839123,POINT (0 0),25-09-2014 22.30
496,775 ostka Drive,al-Daqahliya,337,22358,1.71973E+11,POINT (31.2589957 30.7145954),25-09-2014 22.30
497,1013 Tabuk Boulevard,West Bengali,261,96203,1.584E+11,POINT (88.4284972 22.9599825),25-09-2014 22.31
498,319 Plock Parkway,Istanbul,504,26101,8.5426E+11,POINT (29.2706722 40.9607239),25-09-2014 22.33
499,1954 Kowloon and New Kowloon Way,Chimborazo,434,63667,8.98559E+11,POINT (0 0),25-09-2014 22.30
500,362 Rajkot Lane,Gansu,47,98030,9.6202E+11,POINT (104.1702318 36.5469698),25-09-2014 22.30
501,1060 Tandil Lane,Shandong,432,72349,2.11256E+11,POINT (119.4552851 35.4275658),25-09-2014 22.30
502,1515 Korla Way,England,589,57197,9.59468E+11,POINT (-1.0827111 53.9576345),25-09-2014 22.33
503,1416 San Juan Bautista Tuxtepec Avenue,Zufar,444,50592,1.44207E+11,POINT (54.0923796 17.0150586),25-09-2014 22.32
504,1 Valle de Santiago Avenue,Apulia,93,86208,4.65898E+11,POINT (17.9360783 40.6321519),25-09-2014 22.31
505,519 Brescia Parkway,East Java,318,69504,7.93997E+11,POINT (111.5239078 -7.6298531),25-09-2014 22.31
506,414 Mandaluyong Street,Lubelskie,314,16370,52709222667,POINT (22.5666769 51.2559205),25-09-2014 22.32
507,1197 Sokoto Boulevard,West Bengali,478,87687,8.68603E+11,POINT (88.4285155 26.7100489),25-09-2014 22.31
508,496 Celaya Drive,Nagano,552,90797,7.59587E+11,POINT (138.2816187 36.4026557),25-09-2014 22.31
509,786 Matsue Way,Illinois,245,37469,1.11177E+11,POINT (-88.0834631 41.5251914),25-09-2014 22.33
510,48 Maracabo Place,Central Luzon,519,1570,82671830126,POINT (120.9192945 15.5883603),25-09-2014 22.32
511,1152 al-Qatif Lane,Kalimantan Barat,412,44816,1.31371E+11,POINT (109.3219947 -0.0310935),25-09-2014 22.31
512,1269 Ipoh Avenue,Eskisehir,163,54674,4.0263E+11,POINT (30.5205685 39.7766793),25-09-2014 22.33
513,758 Korolev Parkway,Andhra Pradesh,568,75474,4.41628E+11,POINT (80.6304914 16.5192844),25-09-2014 22.31
514,1747 Rustenburg Place,Bihar,110,51369,4.42674E+11,POINT (84.7308906 25.7814406),25-09-2014 22.31
515,886 Tonghae Place,Volgograd,259,19450,7.11928E+11,POINT (0 0),25-09-2014 22.32
516,1574 Goinia Boulevard,Heilongjiang,502,39529,59634255214,POINT (126.9950837 46.6395441),25-09-2014 22.30
517,548 Uruapan Street,Ontario,312,35653,8.79347E+11,POINT (0 0),25-09-2014 22.33
519,962 Tama Loop,,583,65952,2.82668E+11,POINT (166.9104802 -0.5353641),25-09-2014 22.32
520,1778 Gijn Manor,Hubei,594,35156,2.88911E+11,POINT (112.7541772 32.1272296),25-09-2014 22.30
521,568 Dhule (Dhulia) Loop,Coquimbo,127,92568,6.02101E+11,POINT (-719213205 -30.7540619),25-09-2014 22.30
522,1768 Udine Loop,Battambang,60,32347,4.48876E+11,POINT (103.1982286 13.1027132),25-09-2014 22.30
523,608 Birgunj Parkway,Taipei,116,400,6.27426E+11,POINT (0 0),25-09-2014 22.33
524,680 A Corua (La Corua) Manor,Sivas,482,49806,1.58326E+11,POINT (37.0161184 39.7483357),25-09-2014 22.33
525,1949 Sanya Street,Gumma,224,61244,1.32101E+11,POINT (139.2820607 36.3166712),25-09-2014 22.31
526,617 Klerksdorp Place,Khanh Hoa,366,94707,5.74973E+11,POINT (109.1943229 12.2450777),25-09-2014 22.34
527,1993 0 Loop,Liaoning,588,41214,25865528181,POINT (122.2283366 40.6648207),25-09-2014 22.30
528,1176 Southend-on-Sea Manor,Southern Tagalog,458,81651,2.36679E+11,POINT (0 0),25-09-2014 22.32
529,600 Purnea (Purnia) Avenue,Nghe An,571,18043,6.3841E+11,POINT (105.6923295 18.6733755),25-09-2014 22.34
530,1003 Qinhuangdao Street,West Java,419,25972,35533115997,POINT (107.4433377 -6.5569419),25-09-2014 22.31
531,1986 Sivas Place,Friuli-Venezia Giuli,551,95775,1.82059E+11,POINT (0 0),25-09-2014 22.31
532,1427 Tabuk Place,Florida,101,31342,2.14757E+11,POINT (-81.9495397 26.5628558),25-09-2014 22.33
533,556 Asuncin Way,Mogiljov,339,35364,3.38244E+11,POINT (30.3449906 53.9168017),25-09-2014 22.30
534,486 Ondo Parkway,Benguela,67,35202,1.05882E+11,POINT (13.4054777 -12.5762601),25-09-2014 22.30
535,635 Brest Manor,Andhra Pradesh,75,40899,80593242951,POINT (81.5232261 16.5407813),25-09-2014 22.31
536,166 Jinchang Street,Buenos Aires,165,86760,7.17566E+11,POINT (-58.5247236 -34.8541788),25-09-2014 22.30
537,958 Sagamihara Lane,Mie,287,88408,4.27275E+11,POINT (136.7414816 35.0656572),25-09-2014 22.31
538,1817 Livorno Way,Khanh Hoa,100,79401,4.7838E+11,POINT (109.1591345 11.9214404),25-09-2014 22.34
539,1332 Gaziantep Lane,Shandong,80,22813,3.83353E+11,POINT (118.0166724 37.3666714),25-09-2014 22.30
540,949 Allende Lane,Uttar Pradesh,24,67521,1.22981E+11,POINT (78.4698424 28.9031416),25-09-2014 22.31
541,195 Ilorin Street,Chari-Baguirmi,363,49250,8912935608,POINT (0 0),25-09-2014 22.30
542,193 Bhusawal Place,Kang-won,539,9750,7.45268E+11,POINT (0 0),25-09-2014 22.33
543,43 Vilnius Manor,Colorado,42,79814,4.845E+11,POINT (-104.8319273 39.7294392),25-09-2014 22.33
544,183 Haiphong Street,Jilin,46,69953,4.886E+11,POINT (122.8207694 45.6074696),25-09-2014 22.30
545,163 Augusta-Richmond County Loop,Carabobo,561,33030,7.54579E+11,POINT (-68.0076535 10.1620215),25-09-2014 22.34
546,191 Jos Azueta Parkway,Ruse,436,13629,9.32157E+11,POINT (25.9708396 43.8563983),25-09-2014 22.30
547,379 Lublin Parkway,Toscana,309,74568,9.2196E+11,POINT (10.3261593 43.5442712),25-09-2014 22.31
548,1658 Cuman Loop,Sumatera Selatan,396,51309,7.84907E+11,POINT (106.1392227 -2.1631982),25-09-2014 22.31
549,454 Qinhuangdao Drive,Tadla-Azilal,68,25866,7.8627E+11,POINT (-6.3498381 32.3372501),25-09-2014 22.32
550,1715 Okayama Street,São Paulo,485,55676,1.69353E+11,POINT (0 0),25-09-2014 22.30
551,182 Nuku´alofa Drive,Sumy,275,15414,4.26346E+11,POINT (33.2026378 51.2403234),25-09-2014 22.33
552,390 Wroclaw Way,Hainan,462,5753,3.57593E+11,POINT (109.5053434 18.2430649),25-09-2014 22.30
553,1421 Quilmes Lane,Ishikawa,260,19151,1.35408E+11,POINT (136.6255661 36.5944575),25-09-2014 22.31
554,947 Trshavn Place,Central Luzon,528,841,50898428626,POINT (120.5979478 15.4801751),25-09-2014 22.32
555,1764 Jalib al-Shuyukh Parkway,Galicia,459,77642,84794532510,POINT (-8.5456978 42.8805224),25-09-2014 22.33
556,346 Cam Ranh Avenue,Zhejiang,599,39976,9.78431E+11,POINT (122.2046507 30.0107523),25-09-2014 22.30
557,1407 Pachuca de Soto Place,Rio Grande do Sul,21,26284,3.80078E+11,POINT (-51.0371785 -29.9889766),25-09-2014 22.30
558,904 Clarksville Drive,Zhejiang,193,52234,9.55349E+11,POINT (120.6715344 30.4784468),25-09-2014 22.30
559,1917 Kumbakonam Parkway,Vojvodina,368,11892,6.98183E+11,POINT (0 0),25-09-2014 22.34
560,1447 Imus Place,Gujarat,426,12905,62127829280,POINT (70.7932213 22.2916123),25-09-2014 22.31
561,1497 Fengshan Drive,KwaZulu-Natal,112,63022,3.68738E+11,POINT (30.8917545 -29.9186652),25-09-2014 22.33
562,869 Shikarpur Way,England,496,57380,5.90764E+11,POINT (-3.0064812 53.6477943),25-09-2014 22.33
563,1059 Yuncheng Avenue,Vilna,570,47498,1.07093E+11,POINT (25.2798673 54.6891639),25-09-2014 22.31
564,505 Madiun Boulevard,Dolnoslaskie,577,97271,9.70639E+11,POINT (17.0333344 51.1381537),25-09-2014 22.32
565,1741 Hoshiarpur Boulevard,al-Sharqiya,79,22372,8.55066E+11,POINT (0 0),25-09-2014 22.30
566,1229 Varanasi (Benares) Manor,Buenos Aires,43,40195,8.1774E+11,POINT (-58.3333322 -34.6666718),25-09-2014 22.30
567,1894 Boa Vista Way,Texas,178,77464,2.39358E+11,POINT (-96.6388889 32.9126221),25-09-2014 22.33
568,1342 Sharja Way,Sokoto & Kebbi & Zam,488,93655,9.46114E+11,POINT (5.2390225 13.0609242),25-09-2014 22.32
569,1342 Abha Boulevard,Bukarest,95,10714,9.97454E+11,POINT (26.1062619 44.4322532),25-09-2014 22.32
570,415 Pune Avenue,Shandong,580,44274,2.03203E+11,POINT (117.7519451 35.9005687),25-09-2014 22.30
571,1746 Faaa Way,Huánuco,214,32515,8.63081E+11,POINT (0 0),25-09-2014 22.32
572,539 Hami Way,Tokat,538,52196,5.25518E+11,POINT (36.5544466 40.3138923),25-09-2014 22.33
573,1407 Surakarta Manor,Moskova,466,33224,3.24346E+11,POINT (0 0),25-09-2014 22.32
574,502 Mandi Bahauddin Parkway,Anzotegui,55,15992,6.18157E+11,POINT (0 0),25-09-2014 22.34
575,1052 Pathankot Avenue,Sichuan,299,77397,1.28499E+11,POINT (103.7638641 29.5622781),25-09-2014 22.30
576,1351 Sousse Lane,Coahuila de Zaragoza,341,37815,2.03804E+11,POINT (-101.4205638 26.9068718),25-09-2014 22.32
577,1501 Pangkal Pinang Avenue,Mazowieckie,409,943,7.70864E+11,POINT (19.7063884 52.5468267),25-09-2014 22.32
578,1405 Hagonoy Avenue,Slaskie,133,86587,8.67288E+11,POINT (19.1240921 50.7964658),25-09-2014 22.32
579,521 San Juan Bautista Tuxtepec Place,Qaraghandy,598,95093,8.44018E+11,POINT (67.7666759 47.7833343),25-09-2014 22.31
580,923 Tangail Boulevard,Tokyo-to,10,33384,3.15528E+11,POINT (139.3641857 35.7078256),25-09-2014 22.31
581,186 Skikda Lane,Morelos,131,89422,14465669789,POINT (-99.2307505 18.9261943),25-09-2014 22.32
582,1568 Celaya Parkway,Kaohsiung,168,34750,2.7867E+11,POINT (0 0),25-09-2014 22.33
583,1489 Kakamigahara Lane,Taipei,526,98883,29341849811,POINT (0 0),25-09-2014 22.33
584,1819 Alessandria Loop,Campeche,103,53829,3.77634E+11,POINT (-91.8299183 18.6459207),25-09-2014 22.32
585,1208 Tama Loop,Ninawa,344,73605,9.54786E+11,POINT (43.1188962 36.3355174),25-09-2014 22.31
586,951 Springs Lane,Central Mindanao,219,96115,1.65165E+11,POINT (0 0),25-09-2014 22.32
587,760 Miyakonojo Drive,Guerrero,246,64682,2.94449E+11,POINT (0 0),25-09-2014 22.32
588,966 Asuncin Way,Hidalgo,212,62703,9.95527E+11,POINT (-98.4194451 21.1405936),25-09-2014 22.32
589,1584 Ljubertsy Lane,England,494,22954,2.8571E+11,POINT (-1.4042869 50.9039592),25-09-2014 22.33
590,247 Jining Parkway,Banjul,54,53446,1.70115E+11,POINT (-16.5780366 13.4527495),25-09-2014 22.31
591,773 Dallas Manor,Buenos Aires,424,12664,9.14466E+11,POINT (-58.2526595 -34.7241859),25-09-2014 22.30
592,1923 Stara Zagora Lane,Nantou,546,95179,1.82179E+11,POINT (0 0),25-09-2014 22.33
593,1402 Zanzibar Boulevard,Guanajuato,106,71102,3.87448E+11,POINT (-100.8157756 20.5235397),25-09-2014 22.32
594,1464 Kursk Parkway,Shandong,574,17381,3.38758E+11,POINT (119.1019435 36.7120636),25-09-2014 22.30
595,1074 Sanaa Parkway,Loja,311,22474,1.54124E+11,POINT (-79.2042279 -3.9931355),25-09-2014 22.30
596,1759 Niznekamsk Avenue,al-Manama,14,39414,8.64393E+11,POINT (50.5832283 26.2153669),25-09-2014 22.30
597,32 Liaocheng Way,Minas Gerais,248,1944,4.10877E+11,POINT (-43.3502807 -21.7641784),25-09-2014 22.30
598,42 Fontana Avenue,Fejr,512,14684,4.3783E+11,POINT (0 0),25-09-2014 22.31
599,1895 Zhezqazghan Drive,California,177,36693,1.3781E+11,POINT (-117.9414563 33.7739128),25-09-2014 22.33
600,1837 Kaduna Parkway,Inner Mongolia,241,82580,6.40844E+11,POINT (113.1058305 41.0275874),25-09-2014 22.30
601,844 Bucuresti Place,Liaoning,242,36603,9.35952E+11,POINT (121.7166704 39.1015975),25-09-2014 22.30
602,1101 Bucuresti Boulevard,West Greece,401,97661,1.99515E+11,POINT (21.7344436 38.2444426),25-09-2014 22.31
603,1103 Quilmes Boulevard,Piura,503,52137,6.44021E+11,POINT (-80.6852876 -4.9038955),25-09-2014 22.32
604,1331 Usak Boulevard,Vaud,296,61960,1.45309E+11,POINT (6.6328266 46.5169343),25-09-2014 22.33
605,1325 Fukuyama Street,Heilongjiang,537,27107,2.88241E+11,POINT (128.0449753 46.9804391),25-09-2014 22.30
